*******************************************************************************
 Revised: January 23, 2020             Saturn                               699
 
 PHYSICAL DATA (updated 2020-Jan-03):
  Mass x10^26 (kg)      = 5.6834          Density (g/cm^3)       =  0.687+-.001
  Equat. radius (1 bar) = 60268+-4 km     Polar radius (km)      = 54364+-10
  Vol. Mean Radius (km) = 58232+-6        Flattening             =  0.09796
  Geometric Albedo      = 0.47            Rocky core mass (Mc/M) =  0.1027
  Sid. rot. period (III)= 10h 39m 22.4s   Sid. rot. rate (rad/s) =  0.000163785 
  Mean solar day, hrs   =~10.656         
  GM (km^3/s^2)         = 37931206.159    GM 1-sigma (km^3/s^2)  = +- 98
  Equ. grav, ge (m/s^2) = 10.44           Pol. grav, gp (m/s^2)  = 12.14+-0.01
  Vis. magnitude V(1,0) = -8.88          
  Vis. mag. (opposition)= +0.67           Obliquity to orbit     = 26.73 deg
  Sidereal orbit period = 29.447498 yr    Sidereal orbit period  = 10755.698 d
  Mean daily motion     = 0.0334979 deg/d Mean orbit velocity    =  9.68 km/s
  Atmos. temp. (1 bar)  = 134+-4 K        Escape speed, km/s    =  35.5          
  Aroche(ice)/Rp        =  2.71           Hill's sphere rad. Rp  = 1100
                                 Perihelion  Aphelion    Mean
  Solar Constant (W/m^2)         16.8        13.6        15.1
  Maximum Planetary IR (W/m^2)    4.7         4.5         4.6
  Minimum Planetary IR (W/m^2)    4.7         4.5         4.6
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Tue Dec  7 17:39:18 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Saturn (699)                    {source: sat427l_merged_DE438}
Center body name: Sun (10)                        {source: sat427l_merged_DE438}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2021-Nov-23 00:00:00.0000 TDB
Stop  time      : A.D. 2022-Nov-23 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Output units    : KM-S
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2459541.500000000, A.D. 2021-Nov-23 00:00:00.0000,  1.019576280970175E+09, -9.819479202341172E+08, -4.494914882574083E+08,  6.490646301765992E+00,  6.224587117464676E+00,  2.292209862065983E+00,  4.954072682836459E+03,  1.485193626698196E+09, -3.533816532247527E-01,
2459542.500000000, A.D. 2021-Nov-24 00:00:00.0000,  1.020136936008397E+09, -9.814099852728560E+08, -4.492933733247515E+08,  6.487517168780370E+00,  6.227659340457368E+00,  2.293776976779092E+00,  4.953970889426269E+03,  1.485163109801547E+09, -3.530319106585810E-01,
2459543.500000000, A.D. 2021-Nov-25 00:00:00.0000,  1.020697326829345E+09, -9.808717728266401E+08, -4.490951244438705E+08,  6.484499850231421E+00,  6.231007089497436E+00,  2.295313848626332E+00,  4.953869185874351E+03,  1.485132619843731E+09, -3.527776300246652E-01,
2459544.500000000, A.D. 2021-Nov-26 00:00:00.0000,  1.021257456084944E+09, -9.803332588122883E+08, -4.488967435436009E+08,  6.481427633657535E+00,  6.234630696928061E+00,  2.296836150614577E+00,  4.953767527372933E+03,  1.485102143391714E+09, -3.527378924459541E-01,
2459545.500000000, A.D. 2021-Nov-27 00:00:00.0000,  1.021817313224458E+09, -9.797944252351799E+08, -4.486982310524687E+08,  6.478218377770411E+00,  6.238380666337133E+00,  2.298360761638647E+00,  4.953665850823706E+03,  1.485071661529100E+09, -3.528754360886967E-01,
2459546.500000000, A.D. 2021-Nov-28 00:00:00.0000,  1.022376888901114E+09, -9.792552605417700E+08, -4.484995869442613E+08,  6.474867240550192E+00,  6.242306690835931E+00,  2.299885314780247E+00,  4.953564109631993E+03,  1.485041160287157E+09, -3.532256661972971E-01,
2459547.500000000, A.D. 2021-Nov-29 00:00:00.0000,  1.022936163642385E+09, -9.787157573835670E+08, -4.483008100967119E+08,  6.471310523604576E+00,  6.246180804786627E+00,  2.301431542752254E+00,  4.953462242084140E+03,  1.485010621164595E+09, -3.536888112913579E-01,
2459548.500000000, A.D. 2021-Nov-30 00:00:00.0000,  1.023495128603241E+09, -9.781759168580352E+08, -4.481018996275395E+08,  6.467648953680198E+00,  6.250140098792130E+00,  2.302979910638874E+00,  4.953360229634847E+03,  1.484980038601675E+09, -3.542801809486731E-01,
