*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised Aug 15, 2018):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean temperature, K      = 270             Volume, km^3    = 1.08321 x 10^12
  Mean effect. IR temp, K  = 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Tue Dec  7 17:33:42 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2021-Nov-23 00:00:00.0000 TDB
Stop  time      : A.D. 2022-Nov-23 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Output units    : KM-S
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2459551.500000000, A.D. 2021-Dec-03 00:00:00.0000,  4.867301629625461E+07,  1.277326170132273E+08,  5.537126686307688E+07, -2.861471796225536E+01,  8.923469645496734E+00,  3.869720710043537E+00,  4.919438418879485E+02,  1.474810535575514E+08, -2.622381924855322E-01,
2459552.500000000, A.D. 2021-Dec-04 00:00:00.0000,  4.619323734781658E+07,  1.284837276958735E+08,  5.569699522646767E+07, -2.878598497925869E+01,  8.462802401310954E+00,  3.670034824249547E+00,  4.918689451374356E+02,  1.474586000766190E+08, -2.575334707953953E-01,
2459553.500000000, A.D. 2021-Dec-05 00:00:00.0000,  4.369907524098360E+07,  1.291948995285214E+08,  5.600540742185325E+07, -2.894763187666107E+01,  7.999020581344710E+00,  3.468910340321568E+00,  4.917954010767215E+02,  1.474365521218862E+08, -2.528161818563061E-01,
2459554.500000000, A.D. 2021-Dec-06 00:00:00.0000,  4.119136739574576E+07,  1.298658797289930E+08,  5.629638644046325E+07, -2.909953101221896E+01,  7.532505246226936E+00,  3.266519017669148E+00,  4.917232435574518E+02,  1.474149198418211E+08, -2.478774584626628E-01,
2459555.500000000, A.D. 2021-Dec-07 00:00:00.0000,  3.867095785697287E+07,  1.304964486829791E+08,  5.656983061635000E+07, -2.924165617510513E+01,  7.063636044508488E+00,  3.063040765129686E+00,  4.916525640382541E+02,  1.473937306550306E+08, -2.425322814268309E-01,
2459556.500000000, A.D. 2021-Dec-08 00:00:00.0000,  3.613868903082101E+07,  1.310864181254340E+08,  5.682565345817000E+07, -2.937406708881443E+01,  6.592753957329367E+00,  2.858644077275744E+00,  4.915835002945881E+02,  1.473730258655583E+08, -2.366474892145145E-01,
2459557.500000000, A.D. 2021-Dec-09 00:00:00.0000,  3.359539558174634E+07,  1.316356267737453E+08,  5.706378204327325E+07, -2.949687732824633E+01,  6.120140873535603E+00,  2.653473175000465E+00,  4.915162196215379E+02,  1.473528556272087E+08, -2.301514102115803E-01,
2459558.500000000, A.D. 2021-Dec-10 00:00:00.0000,  3.104190126650717E+07,  1.321439350362154E+08,  5.728415469526511E+07, -2.961022078355007E+01,  5.646018056207631E+00,  2.447644222808371E+00,  4.914509018083295E+02,  1.473332738394358E+08, -2.230268537107411E-01,
2459559.500000000, A.D. 2021-Dec-11 00:00:00.0000,  2.847901831843244E+07,  1.326112201861801E+08,  5.748671865767758E+07, -2.971422725475574E+01,  5.170557012544811E+00,  2.241248417264176E+00,  4.913877255738777E+02,  1.473143340808223E+08, -2.152956181972372E-01,
2459560.500000000, A.D. 2021-Dec-12 00:00:00.0000,  2.590754842350854E+07,  1.330373727015313E+08,  5.767142819149160E+07, -2.980900989424824E+01,  4.693894338914851E+00,  2.034358084429764E+00,  4.913268596914687E+02,  1.472960869483265E+08, -2.070025155045943E-01,
2459561.500000000, A.D. 2021-Dec-13 00:00:00.0000,  2.332828435364567E+07,  1.334222938369340E+08,  5.783824321384787E+07, -2.989466188889504E+01,  4.216144757567380E+00,  1.827032731873845E+00,  4.912684582095678E+02,  1.472785786245166E+08, -1.982033318346702E-01,
2459562.500000000, A.D. 2021-Dec-14 00:00:00.0000,  2.074201163784837E+07,  1.337658941519002E+08,  5.798712839907111E+07, -2.997125822898905E+01,  3.737410070489534E+00,  1.619323571532535E+00,  4.912126584259585E+02,  1.472618502702325E+08, -1.889577183916855E-01,
2459563.500000000, A.D. 2021-Dec-15 00:00:00.0000,  1.814950998903244E+07,  1.340680926343559E+08,  5.811805259197997E+07, -3.003885913589758E+01,  3.257784126515546E+00,  1.411276250669874E+00,  4.911595802964866E+02,  1.472459378473321E+08, -1.793261187199905E-01,
2459564.500000000, A.D. 2021-Dec-16 00:00:00.0000,  1.555155444228527E+07,  1.343288161202430E+08,  5.823098839164819E+07, -3.009751307759889E+01,  2.777354926989043E+00,  1.202932152493692E+00,  4.911093263226342E+02,  1.472308720849866E+08, -1.693692725892113E-01,
2459565.500000000, A.D. 2021-Dec-17 00:00:00.0000,  1.294891628613697E+07,  1.345479988188345E+08,  5.832591180562644E+07, -3.014725847191090E+01,  2.296205173520597E+00,  9.943288206240232E-01,  4.910619813759934E+02,  1.472166784270593E+08, -1.591489523298547E-01,
2459566.500000000, A.D. 2021-Dec-18 00:00:00.0000,  1.034236390929175E+07,  1.347255818585086E+08,  5.840280192216510E+07, -3.018812396963051E+01,  1.814412348088282E+00,  7.855000291656666E-01,  4.910176122569547E+02,  1.472033768998034E+08, -1.487289378351689E-01,
2459567.500000000, A.D. 2021-Dec-19 00:00:00.0000,  7.732663672489744E+06,  1.348615128471106E+08,  5.846164058782617E+07, -3.022012767309392E+01,  1.332049060851442E+00,  5.764758888757697E-01,  4.909762670154007E+02,  1.471909819082113E+08, -1.381756233708470E-01,
2459568.500000000, A.D. 2021-Dec-20 00:00:00.0000,  5.120580873949487E+06,  1.349557454878136E+08,  5.850241210438618E+07, -3.024327584949887E+01,  8.491840133584111E-01,  3.672832092039065E-01,  4.909379741829551E+02,  1.471795020058486E+08, -1.275580116909898E-01,
2459569.500000000, A.D. 2021-Dec-21 00:00:00.0000,  2.506880827799074E+06,  1.350082393056022E+08,  5.852510297026815E+07, -3.025756168008638E+01,  3.658835694244606E-01,  1.579461610147505E-01,  4.909027420906278E+02,  1.471689396902893E+08, -1.169471593121753E-01,
2459570.500000000, A.D. 2021-Dec-22 00:00:00.0000, -1.076699641089919E+05,  1.350189595269116E+08,  5.852970168910038E+07, -3.026296438023085E+01, -1.177863267118326E-01, -5.151285689078759E-02,  4.908705583939318E+02,  1.471592912607493E+08, -1.064153476364652E-01,
2459571.500000000, A.D. 2021-Dec-23 00:00:00.0000, -2.722302582040066E+06,  1.349878771275707E+08,  5.851619865603841E+07, -3.025944870140153E+01, -6.017582248270690E-01, -2.610723121430491E-01,  4.908413898354042E+02,  1.471505467468920E+08, -9.603531604804977E-02,
2459572.500000000, A.D. 2021-Dec-24 00:00:00.0000, -5.336244421218177E+06,  1.349149690389696E+08,  5.848458611896355E+07, -3.024696449703958E+01, -1.085961444580606E+00, -4.707107241972335E-01,  4.908151821903122E+02,  1.471426898925515E+08, -8.587977433779313E-02,
2459573.500000000, A.D. 2021-Dec-25 00:00:00.0000, -7.948717871512998E+06,  1.348002184971932E+08,  5.843485820580889E+07, -3.022544583520812E+01, -1.570320435400627E+00, -6.804059295935060E-01,  4.907918603170964E+02,  1.471356981708550E+08, -7.602111843072021E-02,
2459574.500000000, A.D. 2021-Dec-26 00:00:00.0000, -1.055893888329446E+07,  1.346436155489085E+08,  5.836701101945521E+07, -3.019480919616952E+01, -2.054752653746681E+00, -8.901341919882724E-01,  4.907713283146448E+02,  1.471295428313724E+08, -6.653085076101062E-02,
2459575.500000000, A.D. 2021-Dec-27 00:00:00.0000, -1.316611533396804E+07,  1.344451577967868E+08,  5.828104283306006E+07, -3.015495071139413E+01, -2.539164940124375E+00, -1.099868664900519E+00,  4.907534700004757E+02,  1.471241890434718E+08, -5.747773303316382E-02,
2459576.500000000, A.D. 2021-Dec-28 00:00:00.0000, -1.576944514006279E+07,  1.342048515685820E+08,  5.817695447075108E+07, -3.010574327024474E+01, -3.023447123422841E+00, -1.309576514115039E+00,  4.907381502639286E+02,  1.471195963019965E+08, -4.892331777705869E-02,
2459577.500000000, A.D. 2021-Dec-29 00:00:00.0000, -1.836811418532606E+07,  1.339227137972442E+08,  5.805475002001154E+07, -3.004703563726789E+01, -3.507461861863646E+00, -1.519214028128611E+00,  4.907252182524807E+02,  1.471157193824976E+08, -4.091350822591915E-02,
2459578.500000000, A.D. 2021-Dec-30 00:00:00.0000, -2.096129438396379E+07,  1.335987749378548E+08,  5.791443806268322E+07, -2.997865715355279E+01, -3.991031034256596E+00, -1.728719555514908E+00,  4.907145136390121E+02,  1.471125102201140E+08, -3.346568352582475E-02,
2459579.500000000, A.D. 2021-Dec-31 00:00:00.0000, -2.354814254164575E+07,  1.332330831146122E+08,  5.775603357703637E+07, -2.990043211827135E+01, -4.473921655224216E+00, -1.938005359963991E+00,  4.907058770586169E+02,  1.471099210384486E+08, -2.655321120341327E-02,
2459580.500000000, A.D. 2022-Jan-01 00:00:00.0000, -2.612780096546947E+07,  1.328257092873096E+08,  5.757956049170333E+07, -2.981220585156541E+01, -4.955837661520193E+00, -2.146951314180731E+00,  4.906991647935210E+02,  1.471079087519967E+08, -2.009262972713818E-02,
2459581.500000000, A.D. 2022-Jan-02 00:00:00.0000, -2.869940072096702E+07,  1.323767525829832E+08,  5.738505455345754E+07, -2.971387862662396E+01, -5.436425534424334E+00, -2.355404654888850E+00,  4.906942658225793E+02,  1.471064400774564E+08, -1.394142120378040E-02,
2459582.500000000, A.D. 2022-Jan-03 00:00:00.0000, -3.126206777785191E+07,  1.318863443567939E+08,  5.717256582922849E+07, -2.960543624551106E+01, -5.915298197152307E+00, -2.563188953122767E+00,  4.906911171685446E+02,  1.471054961347240E+08, -7.912618416427576E-03,
2459583.500000000, A.D. 2022-Jan-04 00:00:00.0000, -3.381493113363063E+07,  1.313546495277629E+08,  5.694216005228776E+07, -2.948696314134513E+01, -6.392072544286299E+00, -2.770121276915898E+00,  4.906897126501163E+02,  1.471050750706921E+08, -1.804900072532072E-03,
2459584.500000000, A.D. 2022-Jan-05 00:00:00.0000, -3.635713100147340E+07,  1.307818645520005E+08,  5.669391833295134E+07, -2.935863054249865E+01, -6.866407107666486E+00, -2.976031617982529E+00,  4.906901019240339E+02,  1.471051917720766E+08,  4.562441539160481E-03,
2459585.500000000, A.D. 2022-Jan-06 00:00:00.0000, -3.888782504811232E+07,  1.301682126692910E+08,  5.642793536660310E+07, -2.922066508587459E+01, -7.338025639490257E+00, -3.180777169045378E+00,  4.906923804362978E+02,  1.471058748528688E+08,  1.132341673168180E-02,
2459586.500000000, A.D. 2022-Jan-07 00:00:00.0000, -4.140619158118801E+07,  1.295139379694114E+08,  5.614431679665748E+07, -2.907331218841453E+01, -7.806720826939768E+00, -3.384247367719726E+00,  4.906966741971024E+02,  1.471071620899745E+08,  1.855600419516502E-02,
2459587.500000000, A.D. 2022-Jan-08 00:00:00.0000, -4.391142984456051E+07,  1.288192998631841E+08,  5.584317651987710E+07, -2.891680737384729E+01, -8.272342562216537E+00, -3.586360702549996E+00,  4.907031241890677E+02,  1.471090957489198E+08,  2.628802410942172E-02,
2459588.500000000, A.D. 2022-Jan-09 00:00:00.0000, -4.640275840825180E+07,  1.280845689061477E+08,  5.552463448358431E+07, -2.875136105465919E+01, -8.734779903372557E+00, -3.787057253736008E+00,  4.907118738138471E+02,  1.471117188204391E+08,  3.451100138603846E-02,
2459589.500000000, A.D. 2022-Jan-10 00:00:00.0000, -4.887941278138606E+07,  1.273100241642226E+08,  5.518881516671295E+07, -2.857715509493531E+01, -9.193944374908574E+00, -3.986290848028520E+00,  4.907230605909956E+02,  1.471150725318575E+08,  4.319483073307654E-02,
2459590.500000000, A.D. 2022-Jan-11 00:00:00.0000, -5.134064306759058E+07,  1.264959518185569E+08,  5.483584666929017E+07, -2.839434638829738E+01, -9.649758270329723E+00, -4.184023034454984E+00,  4.907368116596381E+02,  1.471191949985259E+08,  5.229909160855288E-02,
2459591.500000000, A.D. 2022-Jan-12 00:00:00.0000, -5.378571206556441E+07,  1.256426445431495E+08,  5.446586021840850E+07, -2.820307295410070E+01, -1.010214834246326E+01, -4.380219465199573E+00,  4.907532418926538E+02,  1.471241206584672E+08,  6.177985500200294E-02,
2459592.500000000, A.D. 2022-Jan-13 00:00:00.0000, -5.621389389369624E+07,  1.247504012366234E+08,  5.407898989354488E+07, -2.800345962156402E+01, -1.055104365153142E+01, -4.574848339403481E+00,  4.907724533790044E+02,  1.471298801171821E+08,  7.159253925745353E-02,
2459593.500000000, A.D. 2022-Jan-14 00:00:00.0000, -5.862447303203140E+07,  1.238195268188253E+08,  5.367537242085460E+07, -2.779562186624984E+01, -1.099637595206641E+01, -4.767880245974464E+00,  4.907945352960932E+02,  1.471365001093835E+08,  8.169196310964721E-02,
2459594.500000000, A.D. 2022-Jan-15 00:00:00.0000, -6.101674359778573E+07,  1.228503319375799E+08,  5.325514694502525E+07, -2.757966736647480E+01, -1.143808116960825E+01, -4.959288735807829E+00,  4.908195635343060E+02,  1.471440033864368E+08,  9.203075298445722E-02,
2459595.500000000, A.D. 2022-Jan-16 00:00:00.0000, -6.339000866095790E+07,  1.218431325427537E+08,  5.281845474104913E+07, -2.735569543526839E+01, -1.187610083348285E+01, -5.149051055880688E+00,  4.908475997457867E+02,  1.471524084311896E+08,  1.025570877808794E-01,
2459596.500000000, A.D. 2022-Jan-17 00:00:00.0000, -6.574357943641712E+07,  1.207982493689029E+08,  5.236543887199035E+07, -2.712379483550184E+01, -1.231038265055060E+01, -5.337148602386327E+00,  4.908786897453033E+02,  1.471617289785639E+08,  1.132125747890948E-01,
2459597.500000000, A.D. 2022-Jan-18 00:00:00.0000, -6.807677424310219E+07,  1.197160074244170E+08,  5.189624383125372E+07, -2.688404070803913E+01, -1.274087972716516E+01, -5.523566788316609E+00,  4.909128613927428E+02,  1.471719733807437E+08,  1.239308594494439E-01,
2459598.500000000, A.D. 2022-Jan-19 00:00:00.0000, -7.038891718930210E+07,  1.185967356127550E+08,  5.141101522734696E+07, -2.663649144070698E+01, -1.316754829577381E+01, -5.708294183317171E+00,  4.909501222285921E+02,  1.471831438983101E+08,  1.346373411102272E-01,
2459599.500000000, A.D. 2022-Jan-20 00:00:00.0000, -7.267933661273134E+07,  1.174407666084453E+08,  5.090989957375327E+07, -2.638118623233538E+01, -1.359034415104657E+01, -5.891320960664449E+00,  4.909904572011828E+02,  1.471952360188864E+08,  1.452500839404186E-01,
2459600.500000000, A.D. 2022-Jan-21 00:00:00.0000, -7.494736335909513E+07,  1.162484370807100E+08,  5.039304423670525E+07, -2.611814384121630E+01, -1.400921825537423E+01, -6.072636834053466E+00,  4.910338268083639E+02,  1.472082379000257E+08,  1.556817304382617E-01,
2459601.500000000, A.D. 2022-Jan-22 00:00:00.0000, -7.719232900894335E+07,  1.150200883138899E+08,  4.986059757452658E+07, -2.584736262550090E+01, -1.442411202371196E+01, -6.252228724575928E+00,  4.910801658921387E+02,  1.472221300078520E+08,  1.658420551520471E-01,
2459602.500000000, A.D. 2022-Jan-23 00:00:00.0000, -7.941356415675291E+07,  1.137560672368393E+08,  4.931270928357722E+07, -2.556882166045591E+01, -1.483495259418679E+01, -6.430078326718643E+00,  4.911293832216239E+02,  1.472368849920346E+08,  1.756408483570193E-01,
2459603.500000000, A.D. 2022-Jan-24 00:00:00.0000, -8.161039682271102E+07,  1.124567278626318E+08,  4.874953095846938E+07, -2.528248266441975E+01, -1.524164801460387E+01, -6.606159562990369E+00,  4.911813619488995E+02,  1.472524678224482E+08,  1.849911259248744E-01,
2459604.500000000, A.D. 2022-Jan-25 00:00:00.0000, -8.378215106670664E+07,  1.111224331616830E+08,  4.817121688384422E+07, -2.498829281983491E+01, -1.564408194121964E+01, -6.780435723644660E+00,  4.912359610870238E+02,  1.472688362322712E+08,  1.938131308769801E-01,
2459605.500000000, A.D. 2022-Jan-26 00:00:00.0000, -8.592814591083863E+07,  1.097535574294912E+08,  4.757792509663671E+07, -2.468618930082669E+01, -1.604210745538070E+01, -6.952856031195148E+00,  4.912930183570625E+02,  1.472859415715029E+08,  2.020399948047821E-01,
2459606.500000000, A.D. 2022-Jan-27 00:00:00.0000, -8.804769478285106E+07,  1.083504892218638E+08,  4.696981877231330E+07, -2.437610712565062E+01, -1.643554024631047E+01, -7.123351616090797E+00,  4.913523550143391E+02,  1.473037302538373E+08,  2.096259162448565E-01,
2459607.500000000, A.D. 2022-Jan-28 00:00:00.0000, -9.014010585163897E+07,  1.069136348540011E+08,  4.634706796436461E+07, -2.405799223553375E+01, -1.682415279653487E+01, -7.291831546377106E+00,  4.914137834161656E+02,  1.473221460254119E+08,  2.165568888884426E-01,
2459608.500000000, A.D. 2022-Jan-29 00:00:00.0000, -9.220468375624952E+07,  1.054434222419163E+08,  4.570985163042568E+07, -2.373182061698959E+01, -1.720767296876606E+01, -7.458180509571013E+00,  4.914771178596080E+02,  1.473411332138876E+08,  2.228621638878438E-01,
2459609.500000000, A.D. 2022-Jan-30 00:00:00.0000, -9.424073318377195E+07,  1.039403045175758E+08,  4.505835970426900E+07, -2.339762126861053E+01, -1.758579135616272E+01, -7.622260471712361E+00,  4.915421883491702E+02,  1.473606408558967E+08,  2.286222432139574E-01,
2459610.500000000, A.D. 2022-Jan-31 00:00:00.0000, -9.624756438228010E+07,  1.024047625157504E+08,  4.439279477822965E+07, -2.305549665073043E+01, -1.795818020590639E+01, -7.783918228835919E+00,  4.916088555014447E+02,  1.473806271653449E+08,  2.339678912738421E-01,
2459611.500000000, A.D. 2022-Feb-01 00:00:00.0000, -9.822450001272269E+07,  1.008373051756447E+08,  4.371337287607522E+07, -2.270563178213343E+01, -1.832452190522676E+01, -7.942998610771383E+00,  4.916770233814221E+02,  1.474010633816400E+08,  2.390665364460196E-01,
2459612.500000000, A.D. 2022-Feb-02 00:00:00.0000, -1.001708820470402E+08,  9.923846733758976E+07,  4.302032295194201E+07, -2.234828569293401E+01, -1.868453908930210E+01, -8.099359974005095E+00,  4.917466467439853E+02,  1.474219359406371E+08,  2.440979081809233E-01,
2459613.500000000, A.D. 2022-Feb-03 00:00:00.0000, -1.020860771806453E+08,  9.760880524844399E+07,  4.231388513950444E+07, -2.198376654623116E+01, -1.903801596497637E+01, -8.252886768590887E+00,  4.918177305902624E+02,  1.474432463416365E+08,  2.492266945687071E-01,
2459614.500000000, A.D. 2022-Feb-04 00:00:00.0000, -1.039694796985198E+08,  9.594889086882640E+07,  4.159430819770527E+07, -2.161239948827658E+01, -1.938480420720523E+01, -8.403495154625652E+00,  4.918903225841576E+02,  1.474650088739175E+08,  2.545817433520478E-01,
2459615.500000000, A.D. 2022-Feb-05 00:00:00.0000, -1.058205116628574E+08,  9.425930633398029E+07,  4.086184680480568E+07, -2.123449847338290E+01, -1.972481424589569E+01, -8.551131117694712E+00,  4.919645011670249E+02,  1.474872470536062E+08,  2.602474180008469E-01,
2459616.500000000, A.D. 2022-Feb-06 00:00:00.0000, -1.076386211167715E+08,  9.254063957424840E+07,  4.011675925287981E+07, -2.085034915439707E+01, -2.005799844397476E+01, -8.695763670987230E+00,  4.920403629263642E+02,  1.475099898369068E+08,  2.662665120669573E-01,
2459617.500000000, A.D. 2022-Feb-07 00:00:00.0000, -1.094232793348189E+08,  9.079348146591911E+07,  3.935930581185510E+07, -2.046020359759514E+01, -2.038433357221647E+01, -8.837376711042943E+00,  4.921180119258583E+02,  1.475332684213264E+08,  2.726500199493440E-01,
2459618.500000000, A.D. 2022-Feb-08 00:00:00.0000, -1.111739780095497E+08,  8.901842434195468E+07,  3.858974775483025E+07, -2.006428333215212E+01, -2.070380736011180E+01, -8.975962165796933E+00,  4.921975521983813E+02,  1.475571139951360E+08,  2.793885561891132E-01,
