*******************************************************************************
 Revised: September 30, 2021           Uranus                               799
 
 PHYSICAL DATA:
  Mass x10^24 (kg)      = 86.813          Density (g/cm^3)       =  1.271
  Equat. radius (1 bar) = 25559+-4 km     Polar radius (km)      = 24973+-20
  Vol. Mean Radius (km) = 25362+-12       Flattening             =  0.02293
  Geometric Albedo      = 0.51
  Sid. rot. period (III)= 17.24+-0.01 h   Sid. rot. rate (rad/s) = -0.000101237
  Mean solar day, h     =~17.24           Rocky core mass (Mc/M) =  0.0012        
  GM (km^3/s^2)         = 5793951.256     GM 1-sigma (km^3/s^2)  = +-4.3 
  Equ. grav, ge (m/s^2) =  8.87           Pol. grav, gp (m/s^2)  =   9.19+-0.02
  Visual magnitude V(1,0)= -7.11
  Vis. mag. (opposition)=  +5.52          Obliquity to orbit     = 97.77 deg
  Sidereal orbit period = 84.0120465 y    Sidereal orbit period  = 30685.4 d
  Mean daily motion     = 0.01176904 dg/d Mean orbit velocity    =  6.8 km/s
  Atmos. temp. (1 bar)  =  76+-2 K        Escape speed, km/s     =  21.3           
  Aroche(ice)/Rp        =  2.20           Hill's sphere rad., Rp = 2700
                                 Perihelion   Aphelion    Mean
  Solar Constant (W/m^2)         4.09         3.39        3.71
  Maximum Planetary IR (W/m^2)   0.72         0.55        0.63
  Minimum Planetary IR (W/m^2)   0.72         0.55        0.63
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Tue Dec  7 17:41:48 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Uranus (799)                    {source: ura116}
Center body name: Sun (10)                        {source: ura116}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2021-Nov-23 00:00:00.0000 TDB
Stop  time      : A.D. 2022-Nov-23 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Output units    : KM-S
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2459549.500000000, A.D. 2021-Dec-01 00:00:00.0000,  2.166402843059769E+09,  1.846703431642494E+09,  7.781578430155531E+08, -4.670082502937194E+00,  4.276267376350904E+00,  1.938805881770748E+00,  9.843896629078472E+03,  2.951125966729349E+09, -2.411233468840356E-01,
2459550.500000000, A.D. 2021-Dec-02 00:00:00.0000,  2.165999313307933E+09,  1.847072862914238E+09,  7.783253445900691E+08, -4.670900647763480E+00,  4.275399557045140E+00,  1.938498150191124E+00,  9.843827147770995E+03,  2.951105136757396E+09, -2.410659132593992E-01,
2459551.500000000, A.D. 2021-Dec-03 00:00:00.0000,  2.165595706164785E+09,  1.847442221533237E+09,  7.784928163659135E+08, -4.671838240924137E+00,  4.274554544369612E+00,  1.938199964289388E+00,  9.843757668634300E+03,  2.951084307436226E+09, -2.410793687777351E-01,
2459552.500000000, A.D. 2021-Dec-04 00:00:00.0000,  2.165192027470110E+09,  1.847811505625819E+09,  7.786602602995605E+08, -4.672592110502150E+00,  4.273712573965319E+00,  1.937740555068385E+00,  9.843688203767040E+03,  2.951063482392926E+09, -2.409986632306808E-01,
2459553.500000000, A.D. 2021-Dec-05 00:00:00.0000,  2.164788270454287E+09,  1.848180722466672E+09,  7.788276555093945E+08, -4.673687818551771E+00,  4.272970055751254E+00,  1.937202377985850E+00,  9.843618733408101E+03,  2.951042655703261E+09, -2.411272832603722E-01,
2459554.500000000, A.D. 2021-Dec-06 00:00:00.0000,  2.164384417496847E+09,  1.848549871174061E+09,  7.789950192581500E+08, -4.674679151842486E+00,  4.272121602058748E+00,  1.936957861631838E+00,  9.843549227802547E+03,  2.951021818446927E+09, -2.411681081944912E-01,
2459555.500000000, A.D. 2021-Dec-07 00:00:00.0000,  2.163980489412589E+09,  1.848918947802390E+09,  7.791623489830872E+08, -4.675587512726248E+00,  4.271350065449280E+00,  1.936367236918186E+00,  9.843479727388676E+03,  2.951000982747021E+09, -2.411912583983493E-01,
2459556.500000000, A.D. 2021-Dec-08 00:00:00.0000,  2.163576463970088E+09,  1.849287961287393E+09,  7.793296305106947E+08, -4.676860037984297E+00,  4.270609265090163E+00,  1.935963065527315E+00,  9.843410183983924E+03,  2.950980134158772E+09, -2.414128829216138E-01,
2459557.500000000, A.D. 2021-Dec-09 00:00:00.0000,  2.163172334906641E+09,  1.849656905875958E+09,  7.794968894130456E+08, -4.677938871144350E+00,  4.269772628529074E+00,  1.935747296841118E+00,  9.843340592804463E+03,  2.950959271248027E+09, -2.415026638731446E-01,
2459558.500000000, A.D. 2021-Dec-10 00:00:00.0000,  2.162768112765774E+09,  1.850025779362189E+09,  7.796641251538787E+08, -4.679080570937462E+00,  4.268957231358861E+00,  1.935502259597716E+00,  9.843270974582629E+03,  2.950938400230182E+09, -2.416328483368748E-01,
2459559.500000000, A.D. 2021-Dec-11 00:00:00.0000,  2.162363798710242E+09,  1.850394577750376E+09,  7.798313511858476E+08, -4.679961444409744E+00,  4.268032881004111E+00,  1.935438136141748E+00,  9.843201335686412E+03,  2.950917523014312E+09, -2.415923060122418E-01,
2459560.500000000, A.D. 2021-Dec-12 00:00:00.0000,  2.161959419081731E+09,  1.850763298218923E+09,  7.799985561810234E+08, -4.680733713928076E+00,  4.267192271881880E+00,  1.934987598776996E+00,  9.843131724626071E+03,  2.950896654143429E+09, -2.415218315161392E-01,
2459561.500000000, A.D. 2021-Dec-13 00:00:00.0000,  2.161554955878398E+09,  1.851131949848336E+09,  7.801657219345127E+08, -4.681831553147819E+00,  4.266385438942699E+00,  1.934674549859884E+00,  9.843062100343275E+03,  2.950875781308553E+09, -2.416323443760913E-01,
2459562.500000000, A.D. 2021-Dec-14 00:00:00.0000,  2.161150410825165E+09,  1.851500526511078E+09,  7.803328690531428E+08, -4.682599796213319E+00,  4.265492297233928E+00,  1.934402348741652E+00,  9.842992472410477E+03,  2.950854907379434E+09, -2.415447478218976E-01,
2459563.500000000, A.D. 2021-Dec-15 00:00:00.0000,  2.160745797545724E+09,  1.851869030677844E+09,  7.804999775428554E+08, -4.683511379557671E+00,  4.264710521713010E+00,  1.933848804977201E+00,  9.842922861643432E+03,  2.950834038596478E+09, -2.415667004619500E-01,
2459564.500000000, A.D. 2021-Dec-16 00:00:00.0000,  2.160341096551785E+09,  1.852237467298368E+09,  7.806670451962428E+08, -4.684525730667938E+00,  4.263902402097671E+00,  1.933471674736657E+00,  9.842853228847407E+03,  2.950813163209401E+09, -2.416337494186209E-01,
2459565.500000000, A.D. 2021-Dec-17 00:00:00.0000,  2.159936311639287E+09,  1.852605834808350E+09,  7.808340745675944E+08, -4.685562991719211E+00,  4.263141455360772E+00,  1.932939236263951E+00,  9.842783582281714E+03,  2.950792283694280E+09, -2.417290080602488E-01,
2459566.500000000, A.D. 2021-Dec-18 00:00:00.0000,  2.159531424202954E+09,  1.852974136950734E+09,  7.810010672239449E+08, -4.686803593799150E+00,  4.262342733310554E+00,  1.932708046410961E+00,  9.842713885757705E+03,  2.950771389202034E+09, -2.419169943036553E-01,
2459567.500000000, A.D. 2021-Dec-19 00:00:00.0000,  2.159126446130065E+09,  1.853342363820194E+09,  7.811680489763918E+08, -4.687622496568899E+00,  4.261434364335849E+00,  1.932532056915356E+00,  9.842644170366908E+03,  2.950750489053666E+09, -2.418505291842920E-01,
2459568.500000000, A.D. 2021-Dec-20 00:00:00.0000,  2.158721396528640E+09,  1.853710517505025E+09,  7.813349968563337E+08, -4.688604022379903E+00,  4.260654049132981E+00,  1.932023392248289E+00,  9.842574466851769E+03,  2.950729592465531E+09, -2.419107163691153E-01,
2459569.500000000, A.D. 2021-Dec-21 00:00:00.0000,  2.158316253675888E+09,  1.854078602583109E+09,  7.815019119736214E+08, -4.689657371698432E+00,  4.259816311930723E+00,  1.931776870639099E+00,  9.842504732774798E+03,  2.950708686715189E+09, -2.419900479929922E-01,
2459570.500000000, A.D. 2021-Dec-22 00:00:00.0000,  2.157911030230718E+09,  1.854446613763045E+09,  7.816688029465528E+08, -4.690533608160537E+00,  4.258979303542145E+00,  1.931387761889693E+00,  9.842434995562637E+03,  2.950687780024942E+09, -2.419771106073835E-01,
2459571.500000000, A.D. 2021-Dec-23 00:00:00.0000,  2.157505721617549E+09,  1.854814555344652E+09,  7.818356579290646E+08, -4.691598882213534E+00,  4.258169827925950E+00,  1.931050978668498E+00,  9.842365242606120E+03,  2.950666868614655E+09, -2.420712250302999E-01,
2459572.500000000, A.D. 2021-Dec-24 00:00:00.0000,  2.157100330253135E+09,  1.855182424028485E+09,  7.820024868911688E+08, -4.692451407276089E+00,  4.257324472958297E+00,  1.930667667123433E+00,  9.842295481702275E+03,  2.950645954821819E+09, -2.420446365296664E-01,
2459573.500000000, A.D. 2021-Dec-25 00:00:00.0000,  2.156694856433455E+09,  1.855550224923353E+09,  7.821692712163897E+08, -4.693604166917081E+00,  4.256593501230871E+00,  1.930118362033228E+00,  9.842225707836002E+03,  2.950625037142945E+09, -2.422095843149149E-01,
2459574.500000000, A.D. 2021-Dec-26 00:00:00.0000,  2.156289273754155E+09,  1.855917959237475E+09,  7.823360277350432E+08, -4.694791059005489E+00,  4.255739902307149E+00,  1.930038165169235E+00,  9.842155874065584E+03,  2.950604101505260E+09, -2.423520988921330E-01,
2459575.500000000, A.D. 2021-Dec-27 00:00:00.0000,  2.155883608303520E+09,  1.856285616080982E+09,  7.825027745036478E+08, -4.695620704442748E+00,  4.254854120765575E+00,  1.929781057767134E+00,  9.842086037144310E+03,  2.950583164922972E+09, -2.423006344069669E-01,
2459576.500000000, A.D. 2021-Dec-28 00:00:00.0000,  2.155477864466673E+09,  1.856653199820048E+09,  7.826694923327222E+08, -4.696613270319038E+00,  4.254021196322710E+00,  1.929464898907538E+00,  9.842016199954795E+03,  2.950562228260267E+09, -2.423506124112853E-01,
2459577.500000000, A.D. 2021-Dec-29 00:00:00.0000,  2.155072040568489E+09,  1.857020708724685E+09,  7.828361885632720E+08, -4.697416381148922E+00,  4.253135158224556E+00,  1.929188248376218E+00,  9.841946361281147E+03,  2.950541291152631E+09, -2.422851247186769E-01,
2459578.500000000, A.D. 2021-Dec-30 00:00:00.0000,  2.154666144606068E+09,  1.857388145045819E+09,  7.830028484776363E+08, -4.698379903872563E+00,  4.252340279809658E+00,  1.928710207667170E+00,  9.841876532306633E+03,  2.950520356952722E+09, -2.423328823257498E-01,
2459579.500000000, A.D. 2021-Dec-31 00:00:00.0000,  2.154260162013064E+09,  1.857755510474813E+09,  7.831694777675568E+08, -4.699302939644496E+00,  4.251472507308310E+00,  1.928457699942354E+00,  9.841806686135624E+03,  2.950499417597433E+09, -2.423370836806988E-01,
2459580.500000000, A.D. 2022-Jan-01 00:00:00.0000,  2.153854112343678E+09,  1.858122801020575E+09,  7.833360748624996E+08, -4.700044196112450E+00,  4.250659422448162E+00,  1.927864519046316E+00,  9.841736860621450E+03,  2.950478484434907E+09, -2.422646043088985E-01,
2459581.500000000, A.D. 2022-Jan-02 00:00:00.0000,  2.153447977209588E+09,  1.858490027980117E+09,  7.835026138726617E+08, -4.701276106845803E+00,  4.249950654325879E+00,  1.927292762854562E+00,  9.841667011781012E+03,  2.950457544279344E+09, -2.424788982682929E-01,
2459582.500000000, A.D. 2022-Jan-03 00:00:00.0000,  2.153041736567102E+09,  1.858857188740706E+09,  7.836691203864123E+08, -4.702396924531016E+00,  4.249131598007085E+00,  1.927023253707967E+00,  9.841597108010485E+03,  2.950436587656155E+09, -2.426011826034333E-01,
2459583.500000000, A.D. 2022-Jan-04 00:00:00.0000,  2.152635403559218E+09,  1.859224279049128E+09,  7.838355991196895E+08, -4.703504290049762E+00,  4.248336291763915E+00,  1.926659108798192E+00,  9.841527176578376E+03,  2.950415622740232E+09, -2.427237281340771E-01,
2459584.500000000, A.D. 2022-Jan-05 00:00:00.0000,  2.152228971692665E+09,  1.859591298523206E+09,  7.840020565819645E+08, -4.704565798181605E+00,  4.247463169024749E+00,  1.926540100630237E+00,  9.841457206674526E+03,  2.950394646290770E+09, -2.427966238630188E-01,
2459585.500000000, A.D. 2022-Jan-06 00:00:00.0000,  2.151822461366590E+09,  1.859958241539823E+09,  7.841684964401547E+08, -4.705426708205935E+00,  4.246610404552654E+00,  1.926182271326937E+00,  9.841387239387988E+03,  2.950373670625959E+09, -2.427737923607566E-01,
2459586.500000000, A.D. 2022-Jan-07 00:00:00.0000,  2.151415864225246E+09,  1.860325114409829E+09,  7.843349028073291E+08, -4.706564257756637E+00,  4.245799713920866E+00,  1.925894208266392E+00,  9.841317253583100E+03,  2.950352689409487E+09, -2.429076115160034E-01,
2459587.500000000, A.D. 2022-Jan-08 00:00:00.0000,  2.151009179460022E+09,  1.860691911025288E+09,  7.845012981213539E+08, -4.707346044815335E+00,  4.244859591579674E+00,  1.925786334018349E+00,  9.841247254358685E+03,  2.950331704169941E+09, -2.428156697933055E-01,
2459588.500000000, A.D. 2022-Jan-09 00:00:00.0000,  2.150602433734888E+09,  1.861058630345817E+09,  7.846676644282817E+08, -4.708130185354165E+00,  4.244036560990813E+00,  1.925258519008940E+00,  9.841177288450319E+03,  2.950310728918296E+09, -2.427633310201953E-01,
2459589.500000000, A.D. 2022-Jan-10 00:00:00.0000,  2.150195607069491E+09,  1.861425280927039E+09,  7.848339871430802E+08, -4.709144351190426E+00,  4.243232460684834E+00,  1.924843754183948E+00,  9.841107312321039E+03,  2.950289750602498E+09, -2.428366649231034E-01,
2459590.500000000, A.D. 2022-Jan-11 00:00:00.0000,  2.149788698072307E+09,  1.861791860726840E+09,  7.850002746453812E+08, -4.710077207200588E+00,  4.242430231583369E+00,  1.924357867385058E+00,  9.841037325728634E+03,  2.950268769149933E+09, -2.428684550043836E-01,
2459591.500000000, A.D. 2022-Jan-12 00:00:00.0000,  2.149381695796560E+09,  1.862158373812901E+09,  7.851665209930964E+08, -4.711271012813952E+00,  4.241647610642253E+00,  1.924014042001050E+00,  9.840967305365410E+03,  2.950247777573133E+09, -2.430401458850577E-01,
2459592.500000000, A.D. 2022-Jan-13 00:00:00.0000,  2.148974600699568E+09,  1.862524813647549E+09,  7.853327492833507E+08, -4.712158804372762E+00,  4.240752982129915E+00,  1.923821353319439E+00,  9.840897259105697E+03,  2.950226778232760E+09, -2.430192892460298E-01,
2459593.500000000, A.D. 2022-Jan-14 00:00:00.0000,  2.148567433336411E+09,  1.862891179735326E+09,  7.854989447393032E+08, -4.713101887058660E+00,  4.239967714363639E+00,  1.923279371071691E+00,  9.840827222742544E+03,  2.950205781859301E+09, -2.430626551794081E-01,
2459594.500000000, A.D. 2022-Jan-15 00:00:00.0000,  2.148160169766742E+09,  1.863257478446653E+09,  7.856651036485870E+08, -4.714244075001448E+00,  4.239140969138407E+00,  1.923049675415235E+00,  9.840757148241642E+03,  2.950184774052432E+09, -2.431939935742458E-01,
2459595.500000000, A.D. 2022-Jan-16 00:00:00.0000,  2.147752822308266E+09,  1.863623701601688E+09,  7.858312453037483E+08, -4.715075237108881E+00,  4.238258821257866E+00,  1.922765644607141E+00,  9.840687065448532E+03,  2.950163763759622E+09, -2.431482763637450E-01,
2459596.500000000, A.D. 2022-Jan-17 00:00:00.0000,  2.147345398937327E+09,  1.863989852234179E+09,  7.859973524487267E+08, -4.716057442155323E+00,  4.237448965334567E+00,  1.922340830377992E+00,  9.840616984799723E+03,  2.950142754109657E+09, -2.432043583693837E-01,
2459597.500000000, A.D. 2022-Jan-18 00:00:00.0000,  2.146937892862693E+09,  1.864355930750134E+09,  7.861634290721287E+08, -4.716918378198236E+00,  4.236596739140745E+00,  1.921972805651970E+00,  9.840546894206276E+03,  2.950121741478365E+09, -2.431837999493061E-01,
2459598.500000000, A.D. 2022-Jan-19 00:00:00.0000,  2.146530308305900E+09,  1.864721940068748E+09,  7.863294611458830E+08, -4.717990851970778E+00,  4.235855696167595E+00,  1.921377522077540E+00,  9.840476797604089E+03,  2.950100727045698E+09, -2.433074736339975E-01,
2459599.500000000, A.D. 2022-Jan-20 00:00:00.0000,  2.146122617426591E+09,  1.865087884366870E+09,  7.864954562236286E+08, -4.719246198048149E+00,  4.235042620854090E+00,  1.921185192948819E+00,  9.840406642958500E+03,  2.950079695212057E+09, -2.435022000425329E-01,
2459600.500000000, A.D. 2022-Jan-21 00:00:00.0000,  2.145714837242351E+09,  1.865453752823093E+09,  7.866614395398699E+08, -4.720095504925293E+00,  4.234153550342708E+00,  1.920939098152104E+00,  9.840336471221553E+03,  2.950058658254556E+09, -2.434638407520004E-01,
2459601.500000000, A.D. 2022-Jan-22 00:00:00.0000,  2.145306976468555E+09,  1.865819549143675E+09,  7.868273906784024E+08, -4.721162527651874E+00,  4.233350162679647E+00,  1.920564500958101E+00,  9.840266293212078E+03,  2.950037619416597E+09, -2.435638976491780E-01,
2459602.500000000, A.D. 2022-Jan-23 00:00:00.0000,  2.144899023729867E+09,  1.866185272806727E+09,  7.869933206403544E+08, -4.722125596311746E+00,  4.232462376420324E+00,  1.920405889235103E+00,  9.840196090033749E+03,  2.950016573033207E+09, -2.435840617632334E-01,
2459603.500000000, A.D. 2022-Jan-24 00:00:00.0000,  2.144490995924313E+09,  1.866550920259936E+09,  7.871592285903639E+08, -4.723011563406574E+00,  4.231613706783836E+00,  1.920041874889142E+00,  9.840125894445266E+03,  2.949995528925195E+09, -2.435782104228290E-01,
2459604.500000000, A.D. 2022-Jan-25 00:00:00.0000,  2.144082886341967E+09,  1.866916494011020E+09,  7.873251108532721E+08, -4.723908516419683E+00,  4.230722751406176E+00,  1.919841429613563E+00,  9.840055692198228E+03,  2.949974482820998E+09, -2.435634471774630E-01,
2459605.500000000, A.D. 2022-Jan-26 00:00:00.0000,  2.143674713487662E+09,  1.867281989634766E+09,  7.874909682174221E+08, -4.724545383802163E+00,  4.229852649550360E+00,  1.919355501728834E+00,  9.839985519513084E+03,  2.949953445579234E+09, -2.434227154782781E-01,
2459606.500000000, A.D. 2022-Jan-27 00:00:00.0000,  2.143266469625782E+09,  1.867647417771463E+09,  7.876567687407721E+08, -4.725634040423761E+00,  4.229133852767556E+00,  1.918686723807755E+00,  9.839915351641563E+03,  2.949932409780558E+09, -2.435633709941387E-01,
2459607.500000000, A.D. 2022-Jan-28 00:00:00.0000,  2.142858125855664E+09,  1.868012780033592E+09,  7.878225299739051E+08, -4.726708818796045E+00,  4.228311064121273E+00,  1.918381642409026E+00,  9.839845137579236E+03,  2.949911360134227E+09, -2.436625811576508E-01,
2459608.500000000, A.D. 2022-Jan-29 00:00:00.0000,  2.142449696838967E+09,  1.868378071112327E+09,  7.879882590503652E+08, -4.727704112652218E+00,  4.227516299761570E+00,  1.917915111870188E+00,  9.839774908019539E+03,  2.949890305841901E+09, -2.437293690951208E-01,
2459609.500000000, A.D. 2022-Jan-30 00:00:00.0000,  2.142041171803622E+09,  1.868743294716404E+09,  7.881539514134232E+08, -4.728870892738541E+00,  4.226712451968202E+00,  1.917616971571163E+00,  9.839704640658170E+03,  2.949869240216919E+09, -2.438813869545078E-01,
2459610.500000000, A.D. 2022-Jan-31 00:00:00.0000,  2.141632556564882E+09,  1.869108445591941E+09,  7.883196213578407E+08, -4.729823988545768E+00,  4.225870629192677E+00,  1.917281600626405E+00,  9.839634351244329E+03,  2.949848167980772E+09, -2.439121647195049E-01,
2459611.500000000, A.D. 2022-Feb-01 00:00:00.0000,  2.141223849665748E+09,  1.869473526897878E+09,  7.884852586532161E+08, -4.731009872369744E+00,  4.225072779327052E+00,  1.916980036282076E+00,  9.839564033828488E+03,  2.949827087349837E+09, -2.440749713432702E-01,
2459612.500000000, A.D. 2022-Feb-02 00:00:00.0000,  2.140815046621815E+09,  1.869838533342188E+09,  7.886508858507574E+08, -4.731914781141664E+00,  4.224130912267574E+00,  1.916967839024410E+00,  9.839493686498403E+03,  2.949805997750837E+09, -2.440476523931858E-01,
2459613.500000000, A.D. 2022-Feb-03 00:00:00.0000,  2.140406181209613E+09,  1.870203459614328E+09,  7.888164948423939E+08, -4.732628223965627E+00,  4.223269258268416E+00,  1.916509538007433E+00,  9.839423372577377E+03,  2.949784918167622E+09, -2.439498506184799E-01,
2459614.500000000, A.D. 2022-Feb-04 00:00:00.0000,  2.139997238408602E+09,  1.870568315741551E+09,  7.889820617261901E+08, -4.733645266867637E+00,  4.222462201710447E+00,  1.916102156341655E+00,  9.839353055579473E+03,  2.949763837661981E+09, -2.440241319620077E-01,
2459615.500000000, A.D. 2022-Feb-05 00:00:00.0000,  2.139588212661147E+09,  1.870933099499098E+09,  7.891475988008779E+08, -4.734524230011040E+00,  4.221614481767098E+00,  1.915730646913404E+00,  9.839282728323142E+03,  2.949742754080941E+09, -2.440144066361861E-01,
2459616.500000000, A.D. 2022-Feb-06 00:00:00.0000,  2.139179104935668E+09,  1.871297813319769E+09,  7.893130965719728E+08, -4.735605491326007E+00,  4.220830036530327E+00,  1.915291737445238E+00,  9.839212389833134E+03,  2.949721667132129E+09, -2.441292866415143E-01,
2459617.500000000, A.D. 2022-Feb-07 00:00:00.0000,  2.138769906064200E+09,  1.871662455489224E+09,  7.894785686900110E+08, -4.736529888293044E+00,  4.219953556715627E+00,  1.915056502023940E+00,  9.839142026499036E+03,  2.949700572735247E+09, -2.441342313588824E-01,
2459618.500000000, A.D. 2022-Feb-08 00:00:00.0000,  2.138360633528612E+09,  1.872027023996284E+09,  7.896440081465386E+08, -4.737437839245348E+00,  4.219157901829162E+00,  1.914520920827377E+00,  9.839071670101852E+03,  2.949679480417999E+09, -2.441563565390700E-01,
2459619.500000000, A.D. 2022-Feb-09 00:00:00.0000,  2.137951265082959E+09,  1.872391526102797E+09,  7.898094067350290E+08, -4.738661368702410E+00,  4.218359148564937E+00,  1.914248735467549E+00,  9.839001274896722E+03,  2.949658376466422E+09, -2.443386297996819E-01,
2459620.500000000, A.D. 2022-Feb-10 00:00:00.0000,  2.137541806940181E+09,  1.872755952592463E+09,  7.899747925941442E+08, -4.739488838673884E+00,  4.217445835604271E+00,  1.914065063420505E+00,  9.838930861548533E+03,  2.949637267075692E+09, -2.442827799143749E-01,
2459621.500000000, A.D. 2022-Feb-11 00:00:00.0000,  2.137132278775033E+09,  1.873120303801731E+09,  7.901401485830567E+08, -4.740376840514945E+00,  4.216620662171968E+00,  1.913616622307690E+00,  9.838860463027842E+03,  2.949616162130135E+09, -2.442857720430699E-01,
2459622.500000000, A.D. 2022-Feb-12 00:00:00.0000,  2.136722669110112E+09,  1.873484583380956E+09,  7.903054707039914E+08, -4.741279183675315E+00,  4.215768546461362E+00,  1.913276620634190E+00,  9.838790055749680E+03,  2.949595054559153E+09, -2.442872122633370E-01,
