*******************************************************************************
 Revised: June 21, 2016                 Mars                            499 / 4
 
 PHYSICAL DATA (updated 2019-Oct-29):
  Vol. mean radius (km) = 3389.92+-0.04   Density (g/cm^3)      =  3.933(5+-4)
  Mass x10^23 (kg)      =    6.4171       Flattening, f         =  1/169.779
  Volume (x10^10 km^3)  =   16.318        Equatorial radius (km)=  3396.19
  Sidereal rot. period  =   24.622962 hr  Sid. rot. rate, rad/s =  0.0000708822 
  Mean solar day (sol)  =   88775.24415 s Polar gravity m/s^2   =  3.758
  Core radius (km)      = ~1700           Equ. gravity  m/s^2   =  3.71
  Geometric Albedo      =    0.150                                              

  GM (km^3/s^2)         = 42828.375214    Mass ratio (Sun/Mars) = 3098703.59
  GM 1-sigma (km^3/s^2) = +- 0.00028      Mass of atmosphere, kg= ~ 2.5 x 10^16
  Mean temperature (K)  =  210            Atmos. pressure (bar) =    0.0056 
  Obliquity to orbit    =   25.19 deg     Max. angular diam.    =  17.9"
  Mean sidereal orb per =    1.88081578 y Visual mag. V(1,0)    =  -1.52
  Mean sidereal orb per =  686.98 d       Orbital speed,  km/s  =  24.13
  Hill's sphere rad. Rp =  319.8          Escape speed, km/s    =   5.027
                                 Perihelion  Aphelion    Mean
  Solar Constant (W/m^2)         717         493         589
  Maximum Planetary IR (W/m^2)   470         315         390
  Minimum Planetary IR (W/m^2)    30          30          30
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Tue Dec  7 17:37:51 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Mars (499)                      {source: mar097}
Center body name: Sun (10)                        {source: mar097}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2021-Nov-23 00:00:00.0000 TDB
Stop  time      : A.D. 2022-Nov-23 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Output units    : KM-S
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2459549.500000000, A.D. 2021-Dec-01 00:00:00.0000, -1.800625404850776E+08, -1.399024933673828E+08, -5.931194397943337E+07,  1.653193518248757E+01, -1.478885529710569E+01, -7.229382309537842E+00,  7.859178733210082E+02,  2.356122510290377E+08, -2.032983418042157E+00,
2459550.500000000, A.D. 2021-Dec-02 00:00:00.0000, -1.786273752400168E+08, -1.411749319147028E+08, -5.993430674061137E+07,  1.668933148378630E+01, -1.466550846165321E+01, -7.177052512041957E+00,  7.853307538452534E+02,  2.354362370382614E+08, -2.041392005694636E+00,
2459551.500000000, A.D. 2021-Dec-03 00:00:00.0000, -1.771786503351041E+08, -1.424366531434337E+08, -6.055211955488193E+07,  1.684581363848263E+01, -1.454076961212290E+01, -7.124059553880688E+00,  7.847412305933584E+02,  2.352595024135277E+08, -2.049664544100901E+00,
2459552.500000000, A.D. 2021-Dec-04 00:00:00.0000, -1.757164454051085E+08, -1.436875368892933E+08, -6.116532515664465E+07,  1.700136651995272E+01, -1.441464124546376E+01, -7.070404183014698E+00,  7.841493429414337E+02,  2.350820589594973E+08, -2.057799848742863E+00,
2459553.500000000, A.D. 2021-Dec-05 00:00:00.0000, -1.742408413969424E+08, -1.449274632090570E+08, -6.177386634628146E+07,  1.715597491997144E+01, -1.428712597420013E+01, -7.016087195687311E+00,  7.835551306109784E+02,  2.349039185843762E+08, -2.065796736281621E+00,
2459554.500000000, A.D. 2021-Dec-06 00:00:00.0000, -1.727519205762432E+08, -1.461563123911926E+08, -6.237768599489245E+07,  1.730962353504857E+01, -1.415822652919663E+01, -6.961109430028695E+00,  7.829586336688520E+02,  2.347250932999067E+08, -2.073654016192166E+00,
2459555.500000000, A.D. 2021-Dec-07 00:00:00.0000, -1.712497665339799E+08, -1.473739649668750E+08, -6.297672704918200E+07,  1.746229696896147E+01, -1.402794577161480E+01, -6.905471773069311E+00,  7.823598925278574E+02,  2.345455952215422E+08, -2.081370485422962E+00,
2459556.500000000, A.D. 2021-Dec-08 00:00:00.0000, -1.697344641931450E+08, -1.485803017212690E+08, -6.357093253640362E+07,  1.761397975056220E+01, -1.389628670696405E+01, -6.849175177235376E+00,  7.817589479477825E+02,  2.343654365687598E+08, -2.088944929722719E+00,
2459557.500000000, A.D. 2021-Dec-09 00:00:00.0000, -1.682060998153677E+08, -1.497752037048644E+08, -6.416024556933126E+07,  1.776465634590985E+01, -1.376325248745024E+01, -6.792220667837799E+00,  7.811558410360179E+02,  2.341846296652451E+08, -2.096376129589236E+00,
2459558.500000000, A.D. 2021-Dec-10 00:00:00.0000, -1.666647610072927E+08, -1.509585522448606E+08, -6.474460935133355E+07,  1.791431115612300E+01, -1.362884640259500E+01, -6.734609336629850E+00,  7.805506132474205E+02,  2.340031869388515E+08, -2.103662866937332E+00,
2459559.500000000, A.D. 2021-Dec-11 00:00:00.0000, -1.651105367267835E+08, -1.521302289567900E+08, -6.532396718161751E+07,  1.806292851385627E+01, -1.349307186676880E+01, -6.676342332680528E+00,  7.799433063840512E+02,  2.338211209215218E+08, -2.110803934135431E+00,
2459560.500000000, A.D. 2021-Dec-12 00:00:00.0000, -1.635435172891536E+08, -1.532901157564577E+08, -6.589826246057774E+07,  1.821049268367820E+01, -1.335593241376500E+01, -6.617420858838429E+00,  7.793339625954006E+02,  2.336384442493552E+08, -2.117798140359759E+00,
2459561.500000000, A.D. 2021-Dec-13 00:00:00.0000, -1.619637943735068E+08, -1.544380948720645E+08, -6.646743869513573E+07,  1.835698785630370E+01, -1.321743170668492E+01, -6.557846173075032E+00,  7.787226243788962E+02,  2.334551696627600E+08, -2.124644302496348E+00,
2459562.500000000, A.D. 2021-Dec-14 00:00:00.0000, -1.603714610290348E+08, -1.555740488564057E+08, -6.703143950408529E+07,  1.850239813655871E+01, -1.307757355965157E+01, -6.497619592971549E+00,  7.781093345800848E+02,  2.332713100065080E+08, -2.131341222920356E+00,
2459563.500000000, A.D. 2021-Dec-15 00:00:00.0000, -1.587666116810882E+08, -1.566978605992510E+08, -6.759020862359500E+07,  1.864670754347799E+01, -1.293636195205509E+01, -6.436742502859764E+00,  7.774941363924446E+02,  2.330868782296782E+08, -2.137887679571243E+00,
2459564.500000000, A.D. 2021-Dec-16 00:00:00.0000, -1.571493421370375E+08, -1.578094133400614E+08, -6.814368991294150E+07,  1.878990002794666E+01, -1.279380102219298E+01, -6.375216359286099E+00,  7.768770733572990E+02,  2.329018873856310E+08, -2.144282441853999E+00,
2459565.500000000, A.D. 2021-Dec-17 00:00:00.0000, -1.555197495921001E+08, -1.589085906810049E+08, -6.869182736036152E+07,  1.893195948970275E+01, -1.264989505511798E+01, -6.313042692837920E+00,  7.762581893640938E+02,  2.327163506320911E+08, -2.150524290710996E+00,
2459566.500000000, A.D. 2021-Dec-18 00:00:00.0000, -1.538779326351919E+08, -1.599952766000842E+08, -6.923456508888900E+07,  1.907286977992317E+01, -1.250464848109829E+01, -6.250223107907060E+00,  7.756375286506048E+02,  2.325302812312102E+08, -2.156612022292107E+00,
2459567.500000000, A.D. 2021-Dec-19 00:00:00.0000, -1.522239912546521E+08, -1.610693554642850E+08, -6.977184736220324E+07,  1.921261469051324E+01, -1.235806587856320E+01, -6.186759277859019E+00,  7.750151358025335E+02,  2.323436925494453E+08, -2.162544441243811E+00,
2459568.500000000, A.D. 2021-Dec-20 00:00:00.0000, -1.505580268437345E+08, -1.621307120428843E+08, -7.030361859061247E+07,  1.935117793984060E+01, -1.221015197344222E+01, -6.122652936276509E+00,  7.743910557526931E+02,  2.321565980573149E+08, -2.168320355898018E+00,
2459569.500000000, A.D. 2021-Dec-21 00:00:00.0000, -1.488801422059864E+08, -1.631792315211125E+08, -7.082982333721441E+07,  1.948854316603755E+01, -1.206091164352211E+01, -6.057905874621536E+00,  7.737653337805608E+02,  2.319690113292647E+08, -2.173938573650596E+00,
2459570.500000000, A.D. 2021-Dec-22 00:00:00.0000, -1.471904415606654E+08, -1.642147995141760E+08, -7.135040632415479E+07,  1.962469393527987E+01, -1.191034993528853E+01, -5.992519954514847E+00,  7.731380155124863E+02,  2.317809460437304E+08, -2.179397892802305E+00,
2459571.500000000, A.D. 2021-Dec-23 00:00:00.0000, -1.454890305481189E+08, -1.652373020814466E+08, -7.186531243892197E+07,  1.975961375822270E+01, -1.175847207809079E+01, -5.926497123260084E+00,  7.725091469218660E+02,  2.315924159831893E+08, -2.184697099539814E+00,
2459572.500000000, A.D. 2021-Dec-24 00:00:00.0000, -1.437760162349031E+08, -1.662466257407002E+08, -7.237448674072336E+07,  1.989328609756705E+01, -1.160528348107561E+01, -5.859839415635570E+00,  7.718787743285774E+02,  2.314034350339915E+08, -2.189834974887671E+00,
2459573.500000000, A.D. 2021-Dec-25 00:00:00.0000, -1.420515071185910E+08, -1.672426574825220E+08, -7.287787446703143E+07,  2.002569436679458E+01, -1.145078971930539E+01, -5.792548945005668E+00,  7.712469443979522E+02,  2.312140171860514E+08, -2.194810307294938E+00,
2459574.500000000, A.D. 2021-Dec-26 00:00:00.0000, -1.403156131324443E+08, -1.682252847850336E+08, -7.337542104028782E+07,  2.015682193110070E+01, -1.129499652296510E+01, -5.724627896920292E+00,  7.706137041400425E+02,  2.310241765326281E+08, -2.199621904224618E+00,
2459575.500000000, A.D. 2021-Dec-27 00:00:00.0000, -1.385684456501127E+08, -1.691943956288867E+08, -7.386707207464980E+07,  2.028665210772914E+01, -1.113790977882327E+01, -5.656078528796069E+00,  7.699791009092753E+02,  2.308339272702217E+08, -2.204268592950119E+00,
2459576.500000000, A.D. 2021-Dec-28 00:00:00.0000, -1.368101174902994E+08, -1.701498785123600E+08, -7.435277338271821E+07,  2.041516815591360E+01, -1.097953554512581E+01, -5.586903171312907E+00,  7.693431824038867E+02,  2.306432836984035E+08, -2.208749204801453E+00,
2459577.500000000, A.D. 2021-Dec-29 00:00:00.0000, -1.350407429211972E+08, -1.710916224665708E+08, -7.483247098235053E+07,  2.054235326579840E+01, -1.081988007095628E+01, -5.517104231747900E+00,  7.687059966648710E+02,  2.304522602195015E+08, -2.213062554972666E+00,
2459578.500000000, A.D. 2021-Dec-30 00:00:00.0000, -1.332604376646171E+08, -1.720195170709871E+08, -7.530611110369658E+07,  2.066819056675858E+01, -1.065894980354159E+01, -5.446684201222772E+00,  7.680675920749095E+02,  2.302608713382784E+08, -2.217207441288529E+00,
2459579.500000000, A.D. 2021-Dec-31 00:00:00.0000, -1.314693188999258E+08, -1.729334524693117E+08, -7.577364019643348E+07,  2.079266315048249E+01, -1.049675137977953E+01, -5.375645661326341E+00,  7.674280173577107E+02,  2.300691316617347E+08, -2.221182662951585E+00,
2459580.500000000, A.D. 2022-Jan-01 00:00:00.0000, -1.296675052679171E+08, -1.738333193855734E+08, -7.623500493704517E+07,  2.091575408502641E+01, -1.033329161866928E+01, -5.303991286334312E+00,  7.667873215774423E+02,  2.298770558989379E+08, -2.224987034266420E+00,
2459581.500000000, A.D. 2022-Jan-02 00:00:00.0000, -1.278551168745413E+08, -1.747190091402472E+08, -7.669015223608583E+07,  2.103744641108575E+01, -1.016857752228339E+01, -5.231723840550020E+00,  7.661455541375856E+02,  2.296846588606788E+08, -2.228619383298375E+00,
2459582.500000000, A.D. 2022-Jan-03 00:00:00.0000, -1.260322752943314E+08, -1.755904136664456E+08, -7.713902924552669E+07,  2.115772312980298E+01, -1.000261627547294E+01, -5.158846170459952E+00,  7.655027647791139E+02,  2.294919554589264E+08, -2.232078548892545E+00,
2459583.500000000, A.D. 2022-Jan-04 00:00:00.0000, -1.241991035735496E+08, -1.764474255263814E+08, -7.758158336627930E+07,  2.127656719348900E+01, -9.835415243534351E+00, -5.085361197110765E+00,  7.648590035786692E+02,  2.292989607062800E+08, -2.235363381539457E+00,
2459584.500000000, A.D. 2022-Jan-05 00:00:00.0000, -1.223557262332383E+08, -1.772899379281965E+08, -7.801776225584860E+07,  2.139396150547110E+01, -9.666981981260346E+00, -5.011271919156358E+00,  7.642143209472996E+02,  2.291056897155918E+08, -2.238472737389062E+00,
2459585.500000000, A.D. 2022-Jan-06 00:00:00.0000, -1.205022692722272E+08, -1.781178447430372E+08, -7.844751383602251E+07,  2.150988893074089E+01, -9.497324253659896E+00, -4.936581428008805E+00,  7.635687676294377E+02,  2.289121576996600E+08, -2.241405464610469E+00,
2459586.500000000, A.D. 2022-Jan-07 00:00:00.0000, -1.186388601698978E+08, -1.789310405221983E+08, -7.887078630060554E+07,  2.162433230973008E+01, -9.326450045918788E+00, -4.861292919303076E+00,  7.629223947013078E+02,  2.287183799707512E+08, -2.244160400006139E+00,
2459587.500000000, A.D. 2022-Jan-08 00:00:00.0000, -1.167656278885345E+08, -1.797294205143503E+08, -7.928752812329097E+07,  2.173727446438215E+01, -9.154367552855488E+00, -4.785409689397407E+00,  7.622752535686147E+02,  2.285243719399083E+08, -2.246736382123591E+00,
2459588.500000000, A.D. 2022-Jan-09 00:00:00.0000, -1.148827028753578E+08, -1.805128806830015E+08, -7.969768806570233E+07,  2.184869820032045E+01, -8.981085162896438E+00, -4.708935126592254E+00,  7.616273959641545E+02,  2.283301491162331E+08, -2.249132268751679E+00,
2459589.500000000, A.D. 2022-Jan-10 00:00:00.0000, -1.129902170644626E+08, -1.812813177242427E+08, -8.010121518551551E+07,  2.195858631017847E+01, -8.806611452045521E+00, -4.631872708095368E+00,  7.609788739457691E+02,  2.281357271062743E+08, -2.251346945589372E+00,
2459590.500000000, A.D. 2022-Jan-11 00:00:00.0000, -1.110883038787165E+08, -1.820346290846228E+08, -8.049805884455277E+07,  2.206692157023248E+01, -8.630955191306162E+00, -4.554226000644987E+00,  7.603297398942024E+02,  2.279411216133836E+08, -2.253379319797564E+00,
2459591.500000000, A.D. 2022-Jan-12 00:00:00.0000, -1.091770982314616E+08, -1.827727129790618E+08, -8.088816871687868E+07,  2.217368672670165E+01, -8.454125362256161E+00, -4.475998660116392E+00,  7.596800465103551E+02,  2.277463484368936E+08, -2.255228302535929E+00,
2459592.500000000, A.D. 2022-Jan-13 00:00:00.0000, -1.072567365278890E+08, -1.834954684089498E+08, -8.127149479704566E+07,  2.227886448945755E+01, -8.276131171475715E+00, -4.397194434472318E+00,  7.590298468122947E+02,  2.275514234712213E+08, -2.256892795155725E+00,
2459593.500000000, A.D. 2022-Jan-14 00:00:00.0000, -1.053273566661415E+08, -1.842027951806177E+08, -8.164798740856108E+07,  2.238243754901236E+01, -8.096982053091665E+00, -4.317817172737873E+00,  7.583791941327303E+02,  2.273563627051104E+08, -2.258371693733864E+00,
2459594.500000000, A.D. 2022-Jan-15 00:00:00.0000, -1.033890980382836E+08, -1.848945939241255E+08, -8.201759721247596E+07,  2.248438860057161E+01, -7.916687661611828E+00, -4.237870832568847E+00,  7.577281421169237E+02,  2.271611822210059E+08, -2.259663904434080E+00,
2459595.500000000, A.D. 2022-Jan-16 00:00:00.0000, -1.014421015311430E+08, -1.855707661121535E+08, -8.238027521597409E+07,  2.258470035121968E+01, -7.735257868391429E+00, -4.157359480812376E+00,  7.570767447203270E+02,  2.269658981943454E+08, -2.260768349992277E+00,
2459596.500000000, A.D. 2022-Jan-17 00:00:00.0000, -9.948650952686451E+07, -1.862312140789367E+08, -8.273597278100294E+07,  2.268335551102836E+01, -7.552702761866840E+00, -4.076287287488601E+00,  7.564250562055678E+02,  2.267705268926553E+08, -2.261683968335764E+00,
2459597.500000000, A.D. 2022-Jan-18 00:00:00.0000, -9.752246590308948E+07, -1.868758410394152E+08, -8.308464163307388E+07,  2.278033678307501E+01, -7.369032644181374E+00, -3.994658517039837E+00,  7.557731311392922E+02,  2.265750846746047E+08, -2.262409715355265E+00,
2459598.500000000, A.D. 2022-Jan-19 00:00:00.0000, -9.555011603288488E+07, -1.875045511087757E+08, -8.342623387025240E+07,  2.287562686017033E+01, -7.184258031368824E+00, -3.912477524652623E+00,  7.551210243895927E+02,  2.263795879892339E+08, -2.262944566510178E+00,
2459599.500000000, A.D. 2022-Jan-20 00:00:00.0000, -9.356960678455585E+07, -1.881172493223504E+08, -8.376070197223961E+07,  2.296920842853800E+01, -6.998389669618197E+00, -3.829748764613391E+00,  7.544687911240129E+02,  2.261840533753564E+08, -2.263287503851583E+00,
2459600.500000000, A.D. 2022-Jan-21 00:00:00.0000, -9.158108652122930E+07, -1.887138416556958E+08, -8.408799880949940E+07,  2.306106417852743E+01, -6.811438557280575E+00, -3.746476805623371E+00,  7.538164868074318E+02,  2.259884974609245E+08, -2.263437498081356E+00,
2459601.500000000, A.D. 2022-Jan-22 00:00:00.0000, -8.958470509995040E+07, -1.892942350447735E+08, -8.440807765251291E+07,  2.315117681749640E+01, -6.623415947626961E+00, -3.662666337267407E+00,  7.531641671993528E+02,  2.257929369622169E+08, -2.263393509944156E+00,
2459602.500000000, A.D. 2022-Jan-23 00:00:00.0000, -8.758061387023336E+07, -1.898583374063329E+08, -8.472089218124016E+07,  2.323952907830189E+01, -6.434333332517626E+00, -3.578322163832482E+00,  7.525118883509639E+02,  2.255973886829570E+08, -2.263154510128643E+00,
2459603.500000000, A.D. 2022-Jan-24 00:00:00.0000, -8.556896567226121E+07, -1.904060576585875E+08, -8.502639649472968E+07,  2.332610372579368E+01, -6.244202428841342E+00, -3.493449198203309E+00,  7.518597066024555E+02,  2.254018695135089E+08, -2.262719496170771E+00,
2459604.500000000, A.D. 2022-Jan-25 00:00:00.0000, -8.354991483488896E+07, -1.909373057420875E+08, -8.532454512074533E+07,  2.341088356014266E+01, -6.053035179124221E+00, -3.408052461525654E+00,  7.512076785803920E+02,  2.252063964300897E+08, -2.262087494154275E+00,
2459605.500000000, A.D. 2022-Jan-26 00:00:00.0000, -8.152361717336129E+07, -1.914519926406215E+08, -8.561529302536164E+07,  2.349385140954933E+01, -5.860843762134210E+00, -3.322137082669367E+00,  7.505558611944715E+02,  2.250109864937974E+08, -2.261257548127991E+00,
2459606.500000000, A.D. 2022-Jan-27 00:00:00.0000, -7.949022998656933E+07, -1.919500304021700E+08, -8.589859562263136E+07,  2.357499011783120E+01, -5.667640605710482E+00, -3.235708296169431E+00,  7.499043116336677E+02,  2.248156568494552E+08, -2.260228706747126E+00,
2459607.500000000, A.D. 2022-Jan-28 00:00:00.0000, -7.744991205383429E+07, -1.924313321601174E+08, -8.617440878444034E+07,  2.365428254797148E+01, -5.473438396393759E+00, -3.148771446834687E+00,  7.492530873625035E+02,  2.246204247244937E+08, -2.259000016212301E+00,
2459608.500000000, A.D. 2022-Jan-29 00:00:00.0000, -7.540282363134842E+07, -1.928958121547887E+08, -8.644268885052206E+07,  2.373171160741913E+01, -5.278250079792413E+00, -3.061332001016858E+00,  7.486022461178170E+02,  2.244253074279813E+08, -2.257570525717801E+00,
2459609.500000000, A.D. 2022-Jan-30 00:00:00.0000, -7.334912644834252E+07, -1.933433857551150E+08, -8.670339263849165E+07,  2.380726026993214E+01, -5.082088854973425E+00, -2.973395553031542E+00,  7.479518459053807E+02,  2.242303223496113E+08, -2.255939297568396E+00,
2459610.500000000, A.D. 2022-Jan-31 00:00:00.0000, -7.128898370287739E+07, -1.937739694802378E+08, -8.695647745384943E+07,  2.388091157643432E+01, -4.884968170810424E+00, -2.884967821584910E+00,  7.473019449956477E+02,  2.240354869584260E+08, -2.254105411883755E+00,
2459611.500000000, A.D. 2022-Feb-01 00:00:00.0000, -6.922256005713095E+07, -1.941874810211225E+08, -8.720190110005401E+07,  2.395264862580185E+01, -4.686901721552279E+00, -2.796054640363317E+00,  7.466526019188336E+02,  2.238408188013426E+08, -2.252067971361402E+00,
2459612.500000000, A.D. 2022-Feb-02 00:00:00.0000, -6.715002163224174E+07, -1.945838392623868E+08, -8.743962188874222E+07,  2.402245457058059E+01, -4.487903440859464E+00, -2.706661950163303E+00,  7.460038754601300E+02,  2.236463355017182E+08, -2.249826109070900E+00,
2459613.500000000, A.D. 2022-Feb-03 00:00:00.0000, -6.507153600289728E+07, -1.949629643044045E+08, -8.766959865002872E+07,  2.409031261840102E+01, -4.287987506163504E+00, -2.616795799294197E+00,  7.453558246553644E+02,  2.234520547580487E+08, -2.247378986234867E+00,
2459614.500000000, A.D. 2022-Feb-04 00:00:00.0000, -6.298727219170616E+07, -1.953247774855468E+08, -8.789179074278855E+07,  2.415620603611433E+01, -4.087168359402439E+00, -2.526462354158689E+00,  7.447085087866157E+02,  2.232579943426541E+08, -2.244725772502492E+00,
2459615.500000000, A.D. 2022-Feb-05 00:00:00.0000, -6.089740066314269E+07, -1.956692014044402E+08, -8.810615806496480E+07,  2.422011815976751E+01, -3.885460724069816E+00, -2.435667911251442E+00,  7.440619873772780E+02,  2.230641721001991E+08, -2.241865630083553E+00,
2459616.500000000, A.D. 2022-Feb-06 00:00:00.0000, -5.880209331687953E+07, -1.959961599422956E+08, -8.831266106402174E+07,  2.428203240842145E+01, -3.682879597877925E+00, -2.344418898397939E+00,  7.434163201867468E+02,  2.228706059460998E+08, -2.238797723931162E+00,
2459617.500000000, A.D. 2022-Feb-07 00:00:00.0000, -5.670152348060737E+07, -1.963055782854320E+08, -8.851126074755774E+07,  2.434193229550851E+01, -3.479440233249919E+00, -2.252721868003174E+00,  7.427715672052630E+02,  2.226773138649780E+08, -2.235521244749240E+00,
2459618.500000000, A.D. 2022-Feb-08 00:00:00.0000, -5.459586590255778E+07, -1.965973829479849E+08, -8.870191869395734E+07,  2.439980143599742E+01, -3.275158128781698E+00, -2.160583493650308E+00,  7.421277886489545E+02,  2.224843139091746E+08, -2.232035419840433E+00,
2459619.500000000, A.D. 2022-Feb-09 00:00:00.0000, -5.248529674375036E+07, -1.968715017946404E+08, -8.888459706298164E+07,  2.445562354541078E+01, -3.070049034772711E+00, -2.068010569868993E+00,  7.414850449544870E+02,  2.222916241971461E+08, -2.228339508245898E+00,
2459620.500000000, A.D. 2022-Feb-10 00:00:00.0000, -5.036999356978193E+07, -1.971278640633166E+08, -8.905925860634601E+07,  2.450938242882757E+01, -2.864128962812626E+00, -1.975010008810156E+00,  7.408433967730035E+02,  2.220992629116480E+08, -2.224432791431745E+00,
2459621.500000000, A.D. 2022-Feb-11 00:00:00.0000, -4.825013534205499E+07, -1.973664003879495E+08, -8.922586667841706E+07,  2.456106197309990E+01, -2.657414194605594E+00, -1.881588838041450E+00,  7.402029049639455E+02,  2.219072482978816E+08, -2.220314565612779E+00,
2459622.500000000, A.D. 2022-Feb-12 00:00:00.0000, -4.612590240853979E+07, -1.975870428215576E+08, -8.938438524707147E+07,  2.461064616030378E+01, -2.449921289195770E+00, -1.787754208580275E+00,  7.395636305894496E+02,  2.217155986618151E+08, -2.215984136353467E+00,
